index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
20505,29, White, Male, HS-grad,a_4,b_6,c_1,d_39,e_4,193152,9,0,1408,40,0
20506,29, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_4,286634,13,0,0,50,1
20507,36, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,160728,9,0,0,60,0
20508,22, Other, Male, HS-grad,a_4,b_8,c_4,d_33,e_4,153805,9,0,0,20,0
20509,27, Black, Female, HS-grad,a_2,b_10,c_5,d_39,e_4,161087,9,0,0,40,0
20510,54, White, Male, HS-grad,a_0,b_8,c_4,d_39,e_4,88019,9,0,0,32,0
20511,53, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,36327,9,0,0,40,1
20512,23, White, Male, HS-grad,a_4,b_12,c_3,d_39,e_4,87867,9,0,0,35,0
20513,36, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,254493,10,0,0,44,0
20514,19, Black, Male, 11th,a_4,b_0,c_3,d_39,e_0,124651,7,0,0,25,0
20515,44, White, Male, Masters,a_0,b_4,c_1,d_39,e_4,236746,14,10520,0,45,1
20516,32, Black, Female, Some-college,a_4,b_13,c_4,d_39,e_7,131588,10,0,0,20,0
20517,19, Asian-Pac-Islander, Female, HS-grad,a_4,b_0,c_2,d_35,e_0,20469,9,0,0,12,0
20518,47, White, Female, Some-college,a_0,b_1,c_1,d_39,e_4,358465,10,0,0,40,0
20519,45, Asian-Pac-Islander, Male, HS-grad,a_2,b_12,c_0,d_35,e_6,133969,9,0,0,50,1
20520,50, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_4,34233,9,0,0,50,0
20521,43, White, Male, HS-grad,a_2,b_7,c_0,d_26,e_4,245842,9,0,0,44,0
20522,46, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,196858,14,0,0,35,1
20523,28, White, Male, Some-college,a_2,b_11,c_0,d_39,e_7,119793,10,0,0,40,0
20524,31, White, Female, 10th,a_4,b_1,c_4,d_39,e_4,157078,6,0,0,40,0
20525,26, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_2,167261,13,0,0,40,0
20526,28, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,185647,10,0,0,45,0
20527,55, White, Male, 7th-8th,a_2,b_3,c_0,d_39,e_4,750972,4,0,0,41,0
20528,36, White, Male, Bachelors,a_2,b_12,c_5,d_0,e_4,74791,13,0,0,60,0
20529,39, White, Female, 10th,a_0,b_8,c_1,d_39,e_4,192251,6,0,0,60,0
20530,39, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_5,172538,13,0,0,50,1
20531,23, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,444554,9,0,0,50,0
20532,48, White, Male, Prof-school,a_0,b_12,c_1,d_39,e_4,118023,15,0,0,13,0
20533,20, White, Female, Some-college,a_4,b_8,c_1,d_39,e_4,190423,10,0,0,20,0
20534,37, White, Female, Prof-school,a_2,b_10,c_5,d_39,e_7,76767,15,0,0,39,1
20535,18, White, Male, 10th,a_4,b_8,c_3,d_39,e_4,337046,6,0,0,40,0
20536,35, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,99156,13,0,0,50,0
20537,56, Asian-Pac-Islander, Female, HS-grad,a_6,b_1,c_4,d_39,e_7,93415,9,0,0,40,0
20538,41, White, Male, HS-grad,a_0,b_3,c_4,d_39,e_6,188738,9,0,0,27,0
20539,51, White, Male, Masters,a_2,b_10,c_0,d_2,e_4,82578,14,0,0,38,1
20540,62, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,129246,9,0,0,40,0
20541,44, White, Male, Some-college,a_2,b_12,c_0,d_9,e_4,219155,10,0,0,50,1
20542,39, White, Male, Masters,a_2,b_10,c_0,d_39,e_2,180686,14,0,1977,45,1
20543,51, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,234057,9,0,0,45,1
20544,40, White, Male, Some-college,a_2,b_13,c_0,d_39,e_4,97688,10,0,0,48,1
20545,48, White, Male, Some-college,a_0,b_4,c_1,d_39,e_5,238966,10,0,0,40,0
20546,30, Asian-Pac-Islander, Female, Bachelors,a_4,b_4,c_3,d_36,e_4,163003,13,0,0,52,0
20547,41, White, Female, Some-college,a_4,b_10,c_1,d_39,e_4,340148,10,0,0,45,0
20548,19, White, Female, Some-college,a_4,b_4,c_3,d_39,e_4,236879,10,0,0,35,0
20549,51, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_7,193720,9,0,0,56,1
20550,69, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,277588,9,0,0,10,0
20551,22, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,403519,9,0,0,40,0
20552,54, White, Male, Doctorate,a_2,b_10,c_0,d_9,e_7,312897,16,0,0,46,1
20553,57, White, Male, Bachelors,a_2,b_14,c_0,d_39,e_4,31532,13,0,0,40,0
20554,32, White, Female, Assoc-voc,a_0,b_4,c_4,d_39,e_4,141490,11,0,0,50,0
20555,37, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,178948,13,0,0,45,0
20556,36, White, Female, Masters,a_2,b_10,c_5,d_39,e_2,196529,14,0,0,40,1
20557,40, White, Male, Some-college,a_4,b_4,c_1,d_39,e_4,236021,10,0,0,50,0
20558,57, White, Male, Masters,a_2,b_10,c_0,d_39,e_6,102058,14,0,0,40,1
20559,44, White, Male, Assoc-voc,a_2,b_3,c_0,d_39,e_4,193459,11,3411,0,40,0
20560,19, Other, Female, 12th,a_3,b_8,c_3,d_39,e_4,247298,8,0,0,20,0
20561,56, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,112840,9,0,0,55,1
20562,25, White, Male, Bachelors,a_4,b_4,c_1,d_39,e_7,157028,13,0,0,40,0
20563,39, White, Female, Some-college,a_0,b_0,c_1,d_39,e_0,204756,10,0,0,20,0
20564,51, White, Female, Bachelors,a_0,b_13,c_4,d_39,e_4,194259,13,0,0,40,0
20565,51, White, Male, HS-grad,a_2,b_13,c_0,d_39,e_4,133336,9,0,0,40,1
20566,44, White, Male, HS-grad,a_2,b_13,c_0,d_39,e_4,228320,9,0,0,45,1
20567,63, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_5,137940,15,15024,0,50,1
20568,20, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,307149,10,0,0,35,0
20569,22, White, Female, Bachelors,a_4,b_4,c_1,d_39,e_4,199266,13,0,0,30,0
20570,29, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_4,191535,9,0,0,60,0
20571,45, White, Male, Masters,a_2,b_4,c_0,d_39,e_4,188950,14,0,0,50,1
20572,56, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,235826,9,5013,0,40,0
20573,40, White, Female, Some-college,a_2,b_13,c_5,d_39,e_4,237671,10,0,0,40,1
20574,29, White, Male, Assoc-voc,a_2,b_11,c_0,d_39,e_2,115305,11,7688,0,40,1
20575,35, White, Female, Some-college,a_0,b_12,c_4,d_39,e_4,169638,10,0,0,36,0
20576,31, White, Male, Some-college,a_2,b_14,c_0,d_39,e_4,151053,10,5178,0,40,1
20577,36, White, Male, Masters,a_0,b_10,c_4,d_39,e_7,108320,14,5455,0,30,0
20578,51, White, Male, Bachelors,a_2,b_5,c_0,d_39,e_6,186845,13,0,0,8,0
20579,24, White, Female, Bachelors,a_4,b_12,c_1,d_39,e_4,196280,13,0,0,30,0
20580,30, White, Male, Some-college,a_4,b_1,c_1,d_39,e_4,19302,10,0,0,48,0
20581,18, White, Male, 11th,a_4,b_7,c_3,d_39,e_4,232024,7,0,0,55,0
20582,20, White, Female, 11th,a_2,b_12,c_2,d_39,e_4,141481,7,0,0,50,0
20583,47, White, Male, Bachelors,a_2,b_13,c_0,d_39,e_4,149700,13,15024,0,40,1
20584,42, White, Female, HS-grad,a_5,b_12,c_4,d_39,e_4,150568,9,0,0,45,0
20585,49, White, Female, HS-grad,a_5,b_10,c_4,d_33,e_4,169042,9,0,625,40,0
20586,17, Black, Male, 9th,a_4,b_8,c_3,d_39,e_4,143868,5,0,0,40,0
20587,33, White, Male, 1st-4th,a_2,b_6,c_0,d_26,e_4,231826,2,0,0,40,0
20588,35, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,97277,15,0,0,65,1
20589,48, White, Female, Assoc-acdm,a_0,b_0,c_1,d_39,e_0,175653,12,14084,0,40,1
20590,47, Black, Male, Masters,a_4,b_4,c_1,d_39,e_6,248776,14,0,0,25,0
20591,60, White, Male, HS-grad,a_2,b_8,c_0,d_39,e_4,206339,9,0,0,40,0
20592,28, White, Male, 7th-8th,a_5,b_6,c_1,d_26,e_4,419146,4,0,0,40,0
20593,37, White, Male, Bachelors,a_4,b_4,c_1,d_39,e_4,334291,13,0,0,50,0
20594,33, White, Female, HS-grad,a_5,b_12,c_1,d_39,e_4,192663,9,0,0,35,0
20595,40, Black, Male, 9th,a_5,b_7,c_1,d_39,e_7,140108,5,0,0,40,0
20596,54, White, Female, Assoc-acdm,a_0,b_4,c_4,d_39,e_4,103580,12,0,0,55,1
20597,51, White, Male, Assoc-acdm,a_2,b_12,c_0,d_39,e_5,208302,12,0,0,38,1
20598,39, White, Female, HS-grad,a_4,b_1,c_3,d_39,e_4,192251,9,0,0,40,1
20599,34, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,202450,9,0,0,55,1
20600,21, White, Female, Some-college,a_4,b_8,c_3,d_39,e_4,237051,10,0,0,25,0
20601,37, White, Female, 11th,a_0,b_6,c_1,d_39,e_4,95855,7,0,0,40,0
20602,33, White, Male, HS-grad,a_0,b_6,c_4,d_39,e_4,184306,9,0,0,30,0
20603,25, White, Female, Bachelors,a_6,b_4,c_1,d_39,e_4,149875,13,0,0,40,0
20604,55, Black, Female, Some-college,a_4,b_1,c_1,d_0,e_4,158702,10,0,2339,45,0
20605,40, Other, Male, Bachelors,a_3,b_14,c_3,d_0,e_4,214891,13,0,0,45,0
20606,23, White, Female, Bachelors,a_4,b_8,c_1,d_39,e_4,208908,13,0,0,30,0
20607,55, White, Female, HS-grad,a_0,b_1,c_1,d_39,e_7,71630,9,0,1617,40,0
20608,64, White, Male, Prof-school,a_2,b_4,c_0,d_39,e_4,192884,15,0,0,60,0
20609,41, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,150533,15,0,0,50,1
20610,59, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,126677,10,0,0,50,1
20611,52, White, Male, Assoc-acdm,a_2,b_12,c_0,d_39,e_7,334273,12,0,0,40,1
20612,20, White, Male, HS-grad,a_4,b_0,c_3,d_39,e_0,203992,9,0,0,40,0
20613,32, Amer-Indian-Eskimo, Male, Some-college,a_5,b_13,c_1,d_39,e_4,199529,10,0,1980,40,0
20614,62, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,178745,9,0,0,45,1
20615,29, White, Female, Assoc-acdm,a_0,b_10,c_4,d_39,e_4,156819,12,0,0,35,0
20616,30, White, Female, Some-college,a_4,b_12,c_3,d_8,e_4,234919,10,0,0,40,0
20617,39, White, Female, HS-grad,a_0,b_1,c_4,d_39,e_4,209397,9,0,0,40,0
20618,50, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_6,83311,13,0,0,13,0
20619,24, White, Male, HS-grad,a_2,b_6,c_0,d_39,e_4,200593,9,0,0,50,0
20620,63, White, Male, 10th,a_2,b_5,c_0,d_39,e_5,110610,6,0,0,50,0
20621,31, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_6,36592,9,0,0,91,0
20622,22, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,195143,10,0,0,29,0
20623,57, White, Female, HS-grad,a_6,b_4,c_4,d_39,e_4,133902,9,0,0,45,0
20624,36, White, Female, Some-college,a_4,b_10,c_1,d_39,e_4,188972,10,0,0,40,0
20625,25, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,122175,13,0,0,45,1
20626,30, Black, Male, Some-college,a_2,b_14,c_0,d_39,e_4,1184622,10,0,0,35,0
20627,55, White, Male, HS-grad,a_2,b_13,c_0,d_39,e_1,238192,9,0,1887,40,1
20628,66, White, Female, 10th,a_0,b_0,c_1,d_39,e_0,160995,6,1086,0,20,0
20629,29, Asian-Pac-Islander, Female, Bachelors,a_4,b_1,c_3,d_36,e_4,163003,13,2202,0,40,0
20630,61, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,71467,9,3103,0,40,1
20631,38, White, Male, Assoc-voc,a_2,b_3,c_0,d_0,e_4,220237,11,0,0,40,1
20632,59, White, Female, Bachelors,a_6,b_10,c_1,d_39,e_6,188003,13,0,0,50,1
20633,43, White, Male, 7th-8th,a_2,b_3,c_0,d_39,e_4,193490,4,0,0,45,0
20634,40, White, Female, Assoc-voc,a_5,b_10,c_2,d_39,e_4,346847,11,0,0,40,0
20635,38, White, Male, Bachelors,a_4,b_4,c_1,d_39,e_4,329980,13,0,0,55,0
20636,31, White, Male, 7th-8th,a_0,b_14,c_4,d_39,e_4,131568,4,0,0,20,0
20637,35, White, Male, Some-college,a_2,b_4,c_0,d_39,e_6,120301,10,0,0,45,0
20638,33, White, Female, Some-college,a_4,b_1,c_4,d_33,e_4,256062,10,0,0,35,0
20639,55, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,162205,9,5178,0,72,1
20640,54, White, Male, Masters,a_0,b_10,c_1,d_39,e_6,71344,14,0,0,50,1
20641,55, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,247552,10,0,0,56,0
20642,39, White, Male, Some-college,a_2,b_12,c_0,d_30,e_4,24106,10,0,0,40,1
20643,33, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_6,173495,9,0,0,50,0
20644,34, White, Male, 11th,a_2,b_14,c_0,d_39,e_6,250182,7,0,0,60,0
20645,35, White, Female, Bachelors,a_4,b_1,c_1,d_39,e_4,225330,13,0,0,40,0
20646,34, Asian-Pac-Islander, Male, Bachelors,a_2,b_1,c_0,d_39,e_1,191342,13,0,0,38,0
20647,66, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,116468,14,2936,0,20,0
20648,51, White, Male, Some-college,a_2,b_10,c_0,d_39,e_4,146813,10,0,0,40,1
20649,48, White, Male, Masters,a_4,b_4,c_1,d_39,e_4,149640,14,0,0,40,0
20650,41, White, Male, HS-grad,a_2,b_6,c_0,d_39,e_4,155106,9,0,0,40,0
20651,42, White, Male, Masters,a_2,b_10,c_0,d_39,e_1,294431,14,0,0,40,0
20652,17, White, Male, 11th,a_4,b_0,c_3,d_39,e_0,202521,7,0,0,40,0
20653,26, White, Female, HS-grad,a_2,b_1,c_5,d_39,e_4,244372,9,0,0,52,1
20654,33, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,183612,9,0,0,20,0
20655,39, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_6,194004,9,0,0,70,0
20656,32, Black, Male, Assoc-voc,a_4,b_13,c_3,d_39,e_1,386877,11,4650,0,40,0
20657,38, Black, Female, Bachelors,a_0,b_8,c_1,d_0,e_4,216129,13,0,0,60,0
20658,54, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,68684,9,0,0,44,0
20659,54, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,256916,9,0,0,45,0
20660,28, White, Male, HS-grad,a_2,b_3,c_0,d_22,e_6,420054,9,0,0,40,0
20661,24, White, Female, HS-grad,a_4,b_8,c_4,d_39,e_4,47791,9,0,0,32,0
20662,18, White, Male, 11th,a_4,b_6,c_3,d_39,e_4,108892,7,0,0,12,0
20663,41, White, Female, Assoc-voc,a_4,b_10,c_1,d_39,e_4,107276,11,0,0,45,0
20664,74, Black, Female, 1st-4th,a_6,b_9,c_1,d_39,e_4,145463,2,0,0,15,0
20665,31, White, Male, Bachelors,a_4,b_10,c_3,d_39,e_4,156464,13,0,0,25,0
20666,38, White, Female, HS-grad,a_2,b_1,c_5,d_39,e_4,219137,9,0,0,22,0
20667,30, White, Female, 9th,a_4,b_0,c_1,d_39,e_0,104965,5,0,0,30,0
20668,33, White, Male, HS-grad,a_4,b_1,c_3,d_39,e_4,97521,9,0,0,40,0
20669,61, White, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,69285,9,0,0,37,0
20670,41, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,82049,9,0,0,40,1
20671,62, White, Male, 7th-8th,a_2,b_3,c_0,d_39,e_6,182998,4,0,0,10,0
20672,23, White, Male, 12th,a_4,b_7,c_2,d_26,e_4,283796,8,0,0,30,0
20673,46, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_6,102308,13,0,2415,40,1
20674,19, White, Male, Some-college,a_4,b_1,c_2,d_39,e_4,140985,10,0,0,25,0
20675,36, White, Female, Masters,a_4,b_10,c_3,d_39,e_7,96468,14,0,0,40,0
20676,52, White, Male, 10th,a_2,b_3,c_0,d_39,e_4,25826,6,0,1887,47,1
20677,71, White, Female, HS-grad,a_0,b_8,c_1,d_39,e_4,93202,9,0,0,16,0
20678,31, White, Male, HS-grad,a_5,b_14,c_1,d_39,e_4,334744,9,0,0,40,0
20679,25, White, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,143267,9,0,0,48,0
20680,27, White, Female, 7th-8th,a_2,b_8,c_5,d_39,e_4,100168,4,0,0,40,0
20681,36, Amer-Indian-Eskimo, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,195385,9,0,0,40,0
20682,26, White, Female, Some-college,a_4,b_1,c_3,d_39,e_4,357933,10,0,0,15,0
20683,25, White, Male, Assoc-acdm,a_4,b_12,c_1,d_39,e_6,191803,12,0,0,50,0
20684,62, Black, Female, 11th,a_5,b_8,c_1,d_39,e_4,416829,7,0,0,21,0
20685,26, Black, Female, HS-grad,a_4,b_3,c_4,d_39,e_4,284250,9,0,0,40,0
20686,32, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_1,454508,13,0,0,40,0
20687,21, Amer-Indian-Eskimo, Male, 9th,a_4,b_8,c_3,d_39,e_4,245572,5,0,0,40,0
20688,22, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,124971,13,0,0,40,0
20689,41, White, Male, Assoc-acdm,a_2,b_3,c_0,d_39,e_4,177305,12,0,0,60,1
20690,38, White, Female, HS-grad,a_0,b_12,c_4,d_39,e_4,33397,9,0,0,40,0
20691,42, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_4,176063,11,15024,0,55,1
20692,41, White, Male, Masters,a_2,b_4,c_0,d_39,e_2,144995,14,0,0,55,0
20693,23, White, Male, Some-college,a_2,b_7,c_0,d_39,e_4,436798,10,0,0,40,0
20694,49, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,66385,9,5013,0,40,0
20695,29, White, Male, Bachelors,a_4,b_13,c_1,d_39,e_4,157941,13,0,0,40,0
20696,20, White, Female, Some-college,a_4,b_13,c_1,d_39,e_4,107658,10,0,0,10,0
20697,31, White, Male, HS-grad,a_0,b_7,c_2,d_39,e_4,191834,9,0,0,40,0
20698,60, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,181953,9,0,0,28,0
20699,28, White, Female, Assoc-acdm,a_1,b_0,c_5,d_39,e_0,169631,12,0,0,3,0
20700,30, White, Male, HS-grad,a_4,b_3,c_3,d_39,e_4,149427,9,0,0,35,0
20701,35, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,28572,10,4064,0,35,0
20702,39, Asian-Pac-Islander, Female, HS-grad,a_2,b_1,c_5,d_39,e_7,42186,9,3464,0,20,0
20703,31, White, Male, Some-college,a_2,b_7,c_0,d_26,e_4,446358,10,0,0,40,0
20704,26, White, Male, Assoc-acdm,a_4,b_13,c_1,d_39,e_4,193945,12,0,0,45,0
20705,20, White, Male, Some-college,a_4,b_10,c_3,d_39,e_4,197997,10,0,0,40,0
20706,46, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_6,225456,9,0,0,40,0
20707,41, White, Male, Some-college,a_2,b_10,c_0,d_39,e_4,103980,10,0,0,52,0
20708,26, White, Female, HS-grad,a_4,b_12,c_1,d_39,e_4,299810,9,0,0,50,0
20709,83, White, Male, 10th,a_2,b_5,c_0,d_39,e_5,240150,6,20051,0,50,1
20710,69, White, Female, HS-grad,a_6,b_0,c_1,d_39,e_0,163595,9,0,0,20,0
20711,21, White, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,32616,9,0,1719,16,0
20712,24, White, Female, Masters,a_4,b_10,c_1,d_39,e_4,112459,14,0,0,45,0
20713,59, White, Male, Some-college,a_2,b_4,c_0,d_39,e_4,121912,10,0,0,40,1
20714,29, White, Male, Some-college,a_4,b_1,c_2,d_39,e_1,440647,10,0,0,40,0
20715,20, White, Female, HS-grad,a_4,b_7,c_3,d_39,e_4,103840,9,0,0,42,0
20716,27, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,47907,13,0,0,48,0
20717,38, White, Female, Assoc-voc,a_0,b_1,c_4,d_39,e_4,103474,11,0,0,40,0
20718,42, Black, Female, Assoc-voc,a_0,b_1,c_4,d_39,e_1,272625,11,0,0,40,1
20719,22, Black, Female, Some-college,a_4,b_8,c_4,d_39,e_4,401335,10,0,0,30,0
20720,31, White, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,36069,9,0,0,35,0
20721,66, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_5,253741,9,0,1825,10,1
20722,54, White, Female, 11th,a_2,b_8,c_5,d_39,e_4,29909,7,0,0,43,0
20723,47, White, Female, HS-grad,a_0,b_4,c_4,d_39,e_4,164423,9,0,0,43,0
20724,42, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_6,207392,9,0,0,12,0
20725,53, White, Female, HS-grad,a_6,b_12,c_1,d_39,e_4,260106,9,0,0,30,0
20726,36, White, Female, Bachelors,a_2,b_10,c_5,d_20,e_4,95654,13,0,0,50,1
20727,43, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_4,462180,15,99999,0,60,1
20728,24, White, Female, 11th,a_0,b_7,c_4,d_39,e_4,381895,7,0,0,40,0
20729,28, Other, Male, 9th,a_4,b_7,c_4,d_26,e_4,208965,5,0,0,40,0
20730,55, White, Male, HS-grad,a_0,b_14,c_1,d_39,e_4,209535,9,0,0,40,0
20731,53, White, Male, HS-grad,a_5,b_14,c_1,d_39,e_4,153486,9,0,0,30,0
20732,37, Asian-Pac-Islander, Female, HS-grad,a_0,b_7,c_1,d_30,e_4,213726,9,0,0,40,0
20733,42, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_6,248406,9,0,0,40,0
20734,30, White, Male, Some-college,a_0,b_3,c_1,d_39,e_6,148959,10,0,0,35,0
20735,33, White, Female, HS-grad,a_6,b_8,c_4,d_39,e_2,147921,9,0,0,40,0
20736,57, Black, Male, Bachelors,a_0,b_7,c_1,d_39,e_7,111224,13,0,0,39,0
20737,25, White, Male, Some-college,a_4,b_14,c_1,d_39,e_4,242700,10,10520,0,50,1
20738,30, Black, Male, Masters,a_4,b_10,c_1,d_39,e_4,296462,14,0,0,30,0
20739,30, White, Male, Some-college,a_4,b_3,c_2,d_7,e_4,158002,10,0,0,55,0
20740,26, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,118736,13,0,0,20,0
20741,32, White, Male, 10th,a_4,b_3,c_1,d_39,e_4,27207,6,0,0,50,0
20742,33, White, Female, HS-grad,a_0,b_8,c_4,d_39,e_4,106976,9,0,0,40,0
20743,35, White, Male, Some-college,a_2,b_1,c_0,d_39,e_4,216473,10,0,0,50,1
20744,39, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,305597,9,0,0,40,1
20745,52, White, Male, Bachelors,a_0,b_12,c_1,d_39,e_4,145333,13,0,0,60,0
20746,20, White, Female, Some-college,a_4,b_12,c_3,d_39,e_4,205895,10,0,0,20,0
20747,37, Black, Male, Some-college,a_2,b_4,c_0,d_5,e_4,265737,10,0,1887,60,1
20748,23, White, Male, Some-college,a_2,b_6,c_0,d_39,e_4,384651,10,0,0,40,0
20749,34, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,230246,13,0,0,42,1
20750,54, White, Female, Some-college,a_0,b_4,c_1,d_39,e_4,111469,10,0,0,40,0
20751,35, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,185556,14,0,1887,40,1
20752,38, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_5,176357,9,0,0,50,0
20753,36, White, Male, 10th,a_2,b_3,c_0,d_39,e_4,43712,6,0,0,40,0
20754,29, Asian-Pac-Islander, Female, Masters,a_4,b_10,c_4,d_36,e_7,214284,14,0,0,20,0
20755,21, White, Male, Some-college,a_4,b_5,c_3,d_39,e_4,350001,10,0,0,20,0
20756,30, White, Male, HS-grad,a_2,b_1,c_0,d_39,e_4,173005,9,0,0,44,0
20757,28, White, Male, Bachelors,a_4,b_1,c_1,d_39,e_4,331381,13,0,0,40,0
20758,50, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,31621,9,0,0,40,1
20759,37, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_2,265038,15,0,0,60,1
20760,20, White, Female, Assoc-acdm,a_4,b_8,c_3,d_39,e_4,107801,12,0,2205,18,0
20761,53, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_5,96062,13,0,1902,48,1
20762,64, White, Male, Bachelors,a_2,b_1,c_0,d_39,e_6,100722,13,0,0,5,0
20763,29, White, Male, Some-college,a_2,b_10,c_0,d_39,e_2,188278,10,0,0,40,0
20764,62, White, Female, Bachelors,a_2,b_1,c_5,d_39,e_4,211035,13,0,0,30,1
20765,66, White, Male, Bachelors,a_2,b_0,c_0,d_39,e_0,212759,13,6767,0,20,0
20766,32, White, Female, Assoc-acdm,a_0,b_1,c_4,d_39,e_4,240888,12,0,0,40,0
20767,32, White, Male, Bachelors,a_0,b_10,c_1,d_39,e_2,42596,13,0,0,40,0
20768,47, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,287480,10,0,0,40,0
20769,65, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_5,178771,9,0,0,40,0
20770,44, White, Male, Masters,a_4,b_5,c_3,d_39,e_6,277783,14,0,0,99,0
20771,44, White, Female, Assoc-acdm,a_0,b_7,c_3,d_39,e_4,171256,12,0,0,45,0
20772,63, White, Female, Assoc-voc,a_0,b_8,c_1,d_39,e_4,254907,11,0,0,20,0
20773,28, White, Male, Some-college,a_4,b_12,c_1,d_39,e_4,125527,10,0,0,50,0
20774,38, White, Female, HS-grad,a_2,b_1,c_5,d_39,e_2,116608,9,0,0,35,1
20775,27, Black, Male, Some-college,a_4,b_6,c_1,d_39,e_4,209891,10,0,0,50,0
20776,47, White, Male, Bachelors,a_2,b_3,c_0,d_39,e_4,359461,13,0,0,40,0
20777,58, White, Female, HS-grad,a_0,b_1,c_4,d_39,e_7,300623,9,0,0,40,0
20778,30, White, Male, HS-grad,a_4,b_6,c_3,d_39,e_4,213722,9,0,0,40,0
20779,33, White, Male, HS-grad,a_4,b_8,c_3,d_39,e_4,80058,9,0,0,48,0
20780,26, White, Male, Bachelors,a_4,b_8,c_3,d_39,e_4,192652,13,0,0,40,0
20781,32, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,107843,9,5178,0,50,1
20782,51, White, Female, Masters,a_2,b_10,c_5,d_39,e_4,44000,14,99999,0,50,1
20783,32, White, Female, Assoc-voc,a_0,b_4,c_4,d_39,e_4,328199,11,0,0,40,0
20784,43, White, Male, 11th,a_2,b_3,c_0,d_39,e_6,225165,7,0,0,55,0
20785,28, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_2,407672,13,0,0,40,0
20786,22, White, Male, HS-grad,a_4,b_7,c_2,d_39,e_4,202745,9,0,0,55,0
